Isolate ID,Host,Collection date,Size (Mb),Scaffolds,GC Content,CDS,Host disease,Level,BioProject Accession,BioSample Accession,Assembly Accession,Location,Isolation source,Isolation type,Additional Metadata
MS10873,Homo sapiens,2008,5.02251,88.0,50.6,4606.0,urinary tract infection,Contig,PRJNA493523,SAMN10141475,GCA_020085615.1,Australia: Queensland,urine,clinical,
MS10874,Homo sapiens,2008,5.10717,78.0,50.6,4693.0,urinary tract infection,Contig,PRJNA493523,SAMN10141476,GCA_020085595.1,Australia: Queensland,urine,clinical,
MS10875,Homo sapiens,2008,5.07298,99.0,50.6,4654.0,urinary tract infection,Contig,PRJNA493523,SAMN10141477,GCA_020085575.1,Australia: Queensland,urine,clinical,
MS10878,Homo sapiens,2007,5.22991,105.0,50.5,4825.0,urinary tract infection,Contig,PRJNA493523,SAMN10141480,GCA_020085535.1,Australia: Queensland,urine,clinical,
MS10879,Homo sapiens,2007,5.11739,90.0,50.6,4701.0,urinary tract infection,Contig,PRJNA493523,SAMN10141481,GCA_020085485.1,Australia: Queensland,urine,clinical,
MS10881,Homo sapiens,2008,5.22559,51.0,50.5,4767.0,urinary tract infection,Contig,PRJNA493523,SAMN10141482,GCA_020085295.1,Australia: Queensland,,clinical,
MS10939,Homo sapiens,2014,5.03034,479.0,50.9,4634.0,not applicable,Contig,PRJNA493523,SAMN16513431,GCA_020085355.1,Australia: Northern Territory,blood,clinical,
MS6192,Homo sapiens,2003/2009,5.2,2.0,50.5,4896.0,urinary tract infection,Complete,PRJNA580334,SAMN13155204,GCA_013357345.1,India:South,Clinical sample: urine,Clinical,
MS6193,Homo sapiens,2003/2009,5.1,4.0,50.5,4849.0,urinary tract infection,Complete,PRJNA580336,SAMN13155539,GCA_013317085.1,India:South,Clinical sample: urine,Clinical,
MS6194,Homo sapiens,2003/2009,5.3703,22.0,50.8186,4876.0,urinary tract infection,Contig,PRJNA580337,SAMN13155541,GCA_013363225.1,India: South,urine,clinical,
MS6198,Homo sapiens,Unkown,5.6,5.0,50.5,5275.0,urinary tract infection,Complete,PRJNA301656,SAMN04939501,GCA_001721525.1,United Kingdom,urine,Clinical,
MS6203,Homo sapiens,2003/2009,5.30363,17.0,50.6259,4778.0,urinary tract infection,Contig,PRJNA580339,SAMN13155543,GCA_013363335.1,United Kingdom,Clinical sample: urine,clinical,
MS6204,Homo sapiens,2003/2009,5.66406,57.0,50.6502,5160.0,urinary tract infection,Contig,PRJNA580341,SAMN13155544,GCA_013363395.1,India: North,Clinical sample: urine,clinical,
MS6207,Homo sapiens,2003/2009,5.46444,31.0,50.5296,4998.0,urinary tract infection,Contig,PRJNA580340,SAMN13155545,GCA_013363345.1,United Kingdom,Clinical sample: urine,clinical,
MS8315,Homo sapiens,2011,5.29509,72.0,50.6,4876.0,urinary tract infection,Contig,PRJNA493523,SAMN10141483,GCA_020085275.1,Australia: Queensland,urine,clinical,
MS8316,Homo sapiens,2011,5.13294,84.0,50.7,4650.0,urinary tract infection,Contig,PRJNA493523,SAMN10141484,GCA_020085255.1,Australia: Queensland,urine,clinical,
MS8317,Homo sapiens,2012,5.3565,103.0,50.7,4975.0,urinary tract infection,Contig,PRJNA493523,SAMN10141485,GCA_020085195.1,Australia: Queensland,urine,clinical,
MS8318,Homo sapiens,2012,5.21645,81.0,50.5,4873.0,urinary tract infection,Contig,PRJNA493523,SAMN10141486,GCA_020085215.1,Australia: Queensland,urine,clinical,
MS8319,Homo sapiens,2012,5.24463,75.0,50.7,4813.0,urinary tract infection,Contig,PRJNA493523,SAMN10141487,GCA_020085175.1,Australia: Northern Territory,urine,clinical,
MS8320,Homo sapiens,2012,5.3,4.0,50.5,4969.0,urinary tract infection,Complete,PRJNA493523,SAMN10141488,GCA_030991425.1,Australia: Northern Territory,urine,Clinical,Female patient
MS8322,Homo sapiens,2011,5.20651,70.0,50.6,4774.0,urinary tract infection,Contig,PRJNA493523,SAMN10141489,GCA_020085235.1,Australia: Western Australia,,clinical,
MS8324,Homo sapiens,2011,5.1,5.0,50.5,4764.0,urinary tract infection,Complete,PRJNA493523,SAMN10141490,GCA_030988825.1,Australia: Western Australia,urine,Clinical,Male patient
MSHS_133,Homo sapiens,2005-10-11 00:00:00,5.1,2.0,50.5,4715.0,cystitis,Complete,PRJNA551566,SAMN12158203,GCA_006777085.1,Canada: Montreal,urine from healthy adult with cystitis,Clinical,
MSHS_472,Homo sapiens,2006-03-16 00:00:00,4.9,2.0,50.5,4499.0,cystitis,Complete,PRJNA551565,SAMN12158201,GCA_006777065.1,Canada: Montreal,urine from healthy adult with cystitis,Clinical,
NA266,Homo sapiens,2010-11-02,5.21406,131.0,50.5,4721.0,Urinary Tract Infection,Contig,PRJNA667681,SAMN16380218,GCA_014897105.1,India: Pune,urine,clinical,
NA334,Homo sapiens,2010-03-29,5.16026,162.0,50.3,4622.0,Urinary Tract Infection,Contig,PRJNA667681,SAMN16380221,GCA_014896975.1,India: Pune,urine,clinical,
NA336,Homo sapiens,2011-03-29,5.26003,159.0,50.4,4767.0,Urinary Tract Infection,Contig,PRJNA667681,SAMN16380222,GCA_014897045.1,India: Pune,urine,clinical,
NA608,Homo sapiens,missing,5.17967,78.0,50.5,4673.0,Chronic Urinary Tract Infection,Contig,PRJNA667681,SAMN16380223,GCA_014897025.1,India: Pune,urine,clinical,
NA611,Homo sapiens,missing,5.10844,82.0,50.5,4626.0,Chronic Urinary Tract Infection,Contig,PRJNA667681,SAMN16380224,GCA_014896925.1,India: Pune,blood,clinical,
NA623,Homo sapiens,missing,5.20148,178.0,50.4,4714.0,Urinary Tract Infection,Contig,PRJNA667681,SAMN16380225,GCA_014896895.1,India: Pune,urine,clinical,
NA664,Homo sapiens,2014-10-01,5.30736,183.0,50.5,4800.0,Urinary Tract Infection,Contig,PRJNA667681,SAMN16380227,GCA_014896885.1,India: Pune,urine,clinical,
NA675,Homo sapiens,2014-10-11,5.11949,98.0,50.5,4605.0,Urinary Tract Infection,Contig,PRJNA667681,SAMN16380229,GCA_014896805.1,India: Pune,urine,clinical,
NA744,Homo sapiens,missing,5.19604,112.0,50.4,4689.0,Hematuria,Contig,PRJNA667681,SAMN16380234,GCA_014896755.1,India: Pune,urine,clinical,
NU14,Homo sapiens,1986,5.1,1.0,50.5,4908.0,urinary tract infection,Complete,PRJNA373796,SAMN06314223,GCA_002024865.1,USA,urine,Clinical,
O25b_H4,Homo sapiens,2014-11,5.5,4.0,51.0,6000.0,Uropathogenic Escherichia coli,C,PRJNA316859,SAMN04605558,GCA_001874485.1,Saudi Arabia: Makkah,,clinical,
PAT10-3,Homo sapiens,2016-11-05,4.90394,150.0,,,cystitis,Contig,,SAMN31676755,GCA_032583295.1,France: Elbeuf,urine,clinical,
PAT1-2,Homo sapiens,2015-12-07,,,,,cystitis,Contig,,SAMN31676723,GCA_030757885.1,France: Elbeuf,urine,clinical,
PAT12-2,Homo sapiens,2015-10-15,5.20141,287.0,,,cystitis,Contig,,SAMN31676759,GCA_032583215.1,France: Elbeuf,urine,clinical,
PAT12-3,Homo sapiens,2016-01-28,5.0968,441.0,,,cystitis,Contig,,SAMN31676760,GCA_032583255.1,France: Elbeuf,urine,clinical,
PAT13-3,Homo sapiens,2016-12-30,4.90145,308.0,,,cystitis,Contig,,SAMN31676762,GCA_032583335.1,France: Elbeuf,urine,clinical,
PAT14-3,Homo sapiens,2016-09-03,5.02166,127.0,,,cystitis,Contig,,SAMN31676764,GCA_032583355.1,France: Elbeuf,urine,clinical,
PAT1-5,Homo sapiens,2016-06-30,4.75264,244.0,,,cystitis,Contig,,SAMN31676724,GCA_032581195.1,France: Elbeuf,urine,clinical,
PAT15-3,Homo sapiens,2017-01-24,5.15431,346.0,,,cystitis,Contig,,SAMN31676766,GCA_032583415.1,France: Elbeuf,urine,clinical,
PAT16-2,Homo sapiens,2016-07-20,4.97979,129.0,,,cystitis,Contig,,SAMN31676768,GCA_032583395.1,France: Elbeuf,urine,clinical,
PAT17-2,Homo sapiens,2016-05-31,4.87221,144.0,,,cystitis,Contig,,SAMN31676770,GCA_032583515.1,France: Elbeuf,urine,clinical,
PAT18-2,Homo sapiens,2016-04-16,5.08761,259.0,,,cystitis,Contig,,SAMN31676772,GCA_032584595.1,France: Elbeuf,urine,clinical,
PAT1-9,Homo sapiens,2016-10-13,5.01774,366.0,,,cystitis,Contig,,SAMN31676726,GCA_032583115.1,France: Elbeuf,urine,clinical,
PAT19-2,Homo sapiens,2016-01-08,4.90291,246.0,,,cystitis,Contig,,SAMN31676774,GCA_032584615.1,France: Elbeuf,urine,clinical,
PAT20-2,Homo sapiens,2016-04-22,5.0129,338.0,,,cystitis,Contig,,SAMN31676776,GCA_032584555.1,France: Elbeuf,urine,clinical,
PAT21-2,Homo sapiens,2016-06-06,5.19606,189.0,,,cystitis,Contig,,SAMN31676778,GCA_032584655.1,France: Elbeuf,urine,clinical,
PAT22-2,Homo sapiens,2016-04-18,4.9901,169.0,,,cystitis,Contig,,SAMN31676780,GCA_032584715.1,France: Elbeuf,urine,clinical,
PAT23-2,Homo sapiens,2016-05-06,5.04609,261.0,,,cystitis,Contig,,SAMN33101561,GCA_032581295.1,France: Elbeuf,urine,clinical,
PAT23-3,Homo sapiens,2016-06-22,5.06354,128.0,,,cystitis,Contig,,SAMN33101562,GCA_032581275.1,France: Elbeuf,urine,clinical,
PAT2-4,Homo sapiens,2016-03-25,5.13692,327.0,,,cystitis,Contig,,SAMN31676728,GCA_032584575.1,France: Elbeuf,urine,clinical,
PAT2-5,Homo sapiens,2016-04-13,5.14942,258.0,,,cystitis,Contig,,SAMN31676729,GCA_032584795.1,France: Elbeuf,urine,clinical,
PAT2-6,Homo sapiens,2016-06-04,5.14353,227.0,,,cystitis,Contig,,SAMN31676730,GCA_032584775.1,France: Elbeuf,urine,clinical,
PAT2-7,Homo sapiens,2016-07-19,5.16281,226.0,,,cystitis,Contig,,SAMN31676731,GCA_032584835.1,France: Elbeuf,urine,clinical,
PAT3-1,Homo sapiens,2015-09-15,,,,,cystitis,Contig,,SAMN31676732,GCA_030757875.1,France: Elbeuf,urine,clinical,
PAT3-3,Homo sapiens,2016-02-19,4.61751,326.0,,,cystitis,Contig,,SAMN31676734,GCA_032581235.1,France: Elbeuf,urine,clinical,
PAT3-5,Homo sapiens,2016-06-07,4.59512,171.0,,,cystitis,Contig,,SAMN31676735,GCA_032581395.1,France: Elbeuf,urine,clinical,
PAT4-4,Homo sapiens,2016-07-13,5.03666,289.0,,,cystitis,Contig,,SAMN31676737,GCA_032581255.1,France: Elbeuf,urine,clinical,
PAT5-2,Homo sapiens,2016-03-30,5.17636,189.0,,,cystitis,Contig,,SAMN31676739,GCA_032581415.1,France: Elbeuf,urine,clinical,
PAT5-5,Homo sapiens,2016-10-15,5.21027,363.0,,,cystitis,Contig,,SAMN31676741,GCA_032582955.1,France: Elbeuf,urine,clinical,
PAT6-2,Homo sapiens,2016-04-12,5.13787,332.0,,,cystitis,Contig,,SAMN31676743,GCA_032582915.1,France: Elbeuf,urine,clinical,
PAT6-3,Homo sapiens,2016-06-14,5.17862,238.0,,,cystitis,Contig,,SAMN31676744,GCA_032582855.1,France: Elbeuf,urine,clinical,
PAT6-4,Homo sapiens,2016-08-25,5.13878,342.0,,,cystitis,Contig,,SAMN31676745,GCA_032583055.1,France: Elbeuf,urine,clinical,
PAT7-3,Homo sapiens,2016-09-16,4.92667,319.0,,,cystitis,Contig,,SAMN31676747,GCA_032582935.1,France: Elbeuf,urine,clinical,
PAT7-4,Homo sapiens,2016-12-08,4.95221,303.0,,,cystitis,Contig,,SAMN31676748,GCA_032582875.1,France: Elbeuf,urine,clinical,
PAT8-2,Homo sapiens,2015-12-09,5.01068,283.0,,,cystitis,Contig,,SAMN31676750,GCA_032583095.1,France: Elbeuf,urine,clinical,
PAT8-4,Homo sapiens,2016-06-01,5.04688,237.0,,,cystitis,Contig,,SAMN31676751,GCA_032583135.1,France: Elbeuf,urine,clinical,
PAT9-3,Homo sapiens,2016-04-27,5.11004,331.0,,,cystitis,Contig,,SAMN31676753,GCA_032583155.1,France: Elbeuf,urine,clinical,
PK5074,Homo sapiens,2019-12-17 00:00:00,5.32175,6.0,50.5591,4882.0,Urinary Tract Infection,Complete,PRJNA719724,SAMN18615003,GCA_017903455.1,Pakistan: Faisalabad,Urine sample,Clinical,
PNUECU11,Homo sapiens,2019-11-06,5.22001,184.0,,,Urinary tract infection,Contig,,SAMN31592305,GCA_029038435.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU14,Homo sapiens,2019-06-13,5.08986,212.0,,,Urinary tract infection,Contig,,SAMN31592306,GCA_029041115.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU15,Homo sapiens,2019-09-05,5.23639,216.0,,,Urinary tract infection,Contig,,SAMN31592307,GCA_029038745.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU16,Homo sapiens,2019-06-14,5.18569,133.0,,,Urinary tract infection,Contig,,SAMN31592308,GCA_029038945.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU17,Homo sapiens,2019-05-27,4.94796,291.0,,,Urinary tract infection,Contig,,SAMN31592309,GCA_029035485.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU20,Homo sapiens,2019-06-16,5.34959,151.0,,,Urinary tract infection,Contig,,SAMN31592310,GCA_029039025.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU21,Homo sapiens,2019-07-31,5.03489,157.0,,,Urinary tract infection,Contig,,SAMN31592311,GCA_029035525.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU26,Homo sapiens,2019-07-28,5.00327,113.0,,,Urinary tract infection,Contig,,SAMN31592312,GCA_029039125.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU27,Homo sapiens,2019-08-24,5.06373,208.0,,,Urinary tract infection,Contig,,SAMN31592313,GCA_029039045.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU28,Homo sapiens,2019-08-24,4.80983,374.0,,,Urinary tract infection,Contig,,SAMN31592314,GCA_029035325.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU39,Homo sapiens,2019-10-20,4.9352,195.0,,,Urinary tract infection,Contig,,SAMN31592315,GCA_029035345.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU40,Homo sapiens,2019-02-11,5.23124,416.0,,,Urinary tract infection,Contig,,SAMN31592316,GCA_029038455.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU56,Homo sapiens,2019-07-11,4.99894,139.0,,,Urinary tract infection,Contig,,SAMN31592317,GCA_029038495.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU61,Homo sapiens,2019-11-07,4.97897,169.0,,,Urinary tract infection,Contig,,SAMN31592318,GCA_029035405.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU70,Homo sapiens,2019-07-11,4.97203,155.0,,,Urinary tract infection,Contig,,SAMN31592319,GCA_029038475.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU75,Homo sapiens,2020-09-12,5.33177,277.0,,,Urinary tract infection,Contig,,SAMN31592320,GCA_029038415.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU86,Homo sapiens,2019-11-12,4.78636,134.0,,,Urinary tract infection,Contig,,SAMN31592321,GCA_029038515.1,Saudi Arabia:Riyadh,urine,clinical,
PNUECU9,Homo sapiens,2019-05-16,5.37564,247.0,,,Urinary tract infection,Contig,,SAMN31592304,GCA_029038365.1,Saudi Arabia:Riyadh,urine,clinical,
RECU165,Homo sapiens,2019-06-22,4.86438,209.0,,,Urinary tract infection,Contig,,SAMN31592322,GCA_029038535.1,Saudi Arabia:Riyadh,urine,clinical,
RECU168,Homo sapiens,2019-06-21,5.423,297.0,,,Urinary tract infection,Contig,,SAMN31592323,GCA_029038555.1,Saudi Arabia:Riyadh,urine,clinical,
RECU169,Homo sapiens,2019-06-21,5.18117,206.0,,,Urinary tract infection,Contig,,SAMN31592324,GCA_029038575.1,Saudi Arabia:Riyadh,urine,clinical,
RECU172,Homo sapiens,2019-06-22,5.15772,171.0,,,Urinary tract infection,Contig,,SAMN31592325,GCA_029035425.1,Saudi Arabia:Riyadh,urine,clinical,
RECU175,Homo sapiens,2019-08-03,5.25836,189.0,,,Urinary tract infection,Contig,,SAMN31592326,GCA_029038625.1,Saudi Arabia:Riyadh,urine,clinical,
RECU184,Homo sapiens,2019-08-23,5.28025,207.0,,,Urinary tract infection,Contig,,SAMN31592327,GCA_029038645.1,Saudi Arabia:Riyadh,urine,clinical,
RECU185,Homo sapiens,2019-08-02,5.32401,186.0,,,Urinary tract infection,Contig,,SAMN31592328,GCA_029038595.1,Saudi Arabia:Riyadh,urine,clinical,
RECU193,Homo sapiens,2019-09-01,4.92861,107.0,,,Urinary tract infection,Contig,,SAMN31592329,GCA_029038665.1,Saudi Arabia:Riyadh,urine,clinical,
RECU197,Homo sapiens,2019-10-27,5.06501,292.0,,,Urinary tract infection,Contig,,SAMN31592330,GCA_029038705.1,Saudi Arabia:Riyadh,urine,clinical,
RECU199,Homo sapiens,2019-10-29,5.16853,210.0,,,Urinary tract infection,Contig,,SAMN31592331,GCA_029038685.1,Saudi Arabia:Riyadh,urine,clinical,
RECU200,Homo sapiens,2019-10-28,5.04301,209.0,,,Urinary tract infection,Contig,,SAMN31592332,GCA_029035365.1,Saudi Arabia:Riyadh,urine,clinical,
RECU203,Homo sapiens,2019-10-29,5.24464,248.0,,,Urinary tract infection,Contig,,SAMN31592333,GCA_029038725.1,Saudi Arabia:Riyadh,urine,clinical,
RECU204,Homo sapiens,2019-10-29,5.22124,161.0,,,Urinary tract infection,Contig,,SAMN31592334,GCA_029038765.1,Saudi Arabia:Riyadh,urine,clinical,
RECU206,Homo sapiens,2019-10-29,5.16562,184.0,,,Urinary tract infection,Contig,,SAMN31592335,GCA_029035445.1,Saudi Arabia:Riyadh,urine,clinical,
RECU214,Homo sapiens,2019-11-02,5.049,144.0,,,Urinary tract infection,Contig,,SAMN31592336,GCA_029039245.1,Saudi Arabia:Riyadh,urine,clinical,
RECU215,Homo sapiens,2019-11-23,5.27392,168.0,,,Urinary tract infection,Contig,,SAMN31592337,GCA_029038785.1,Saudi Arabia:Riyadh,urine,clinical,
RECU217,Homo sapiens,2019-11-24,5.25525,370.0,,,Urinary tract infection,Contig,,SAMN31592338,GCA_029038805.1,Saudi Arabia:Riyadh,urine,clinical,
RECU218,Homo sapiens,2019-11-24,5.24105,162.0,,,Urinary tract infection,Contig,,SAMN31592339,GCA_029038865.1,Saudi Arabia:Riyadh,urine,clinical,
RECU219,Homo sapiens,2019-11-23,5.30803,155.0,,,Urinary tract infection,Contig,,SAMN31592340,GCA_029038825.1,Saudi Arabia:Riyadh,urine,clinical,
RECU221,Homo sapiens,2020-01-08,5.22825,307.0,,,Urinary tract infection,Contig,,SAMN31592341,GCA_029038845.1,Saudi Arabia:Riyadh,urine,clinical,
RECU222,Homo sapiens,2020-01-08,5.25112,157.0,,,Urinary tract infection,Contig,,SAMN31592342,GCA_029038905.1,Saudi Arabia:Riyadh,urine,clinical,
RECU224,Homo sapiens,2020-01-07,5.09366,338.0,,,Urinary tract infection,Contig,,SAMN31592343,GCA_029038885.1,Saudi Arabia:Riyadh,urine,clinical,
RECU226,Homo sapiens,2020-03-03,5.06579,158.0,,,Urinary tract infection,Contig,,SAMN31592345,GCA_029038925.1,Saudi Arabia:Riyadh,urine,clinical,
RECU227,Homo sapiens,2020-03-21,5.05287,143.0,,,Urinary tract infection,Contig,,SAMN31592346,GCA_029035375.1,Saudi Arabia:Riyadh,urine,clinical,
RECU228,Homo sapiens,2020-03-01,4.98113,144.0,,,Urinary tract infection,Contig,,SAMN31592347,GCA_029038965.1,Saudi Arabia:Riyadh,urine,clinical,
RECU230,Homo sapiens,2020-03-02,4.8396,182.0,,,Urinary tract infection,Contig,,SAMN31592348,GCA_029038985.1,Saudi Arabia:Riyadh,urine,clinical,
RECU231,Homo sapiens,2020-03-21,5.14699,102.0,,,Urinary tract infection,Contig,,SAMN31592349,GCA_029039005.1,Saudi Arabia:Riyadh,urine,clinical,
RECU232,Homo sapiens,2020-03-20,4.98309,139.0,,,Urinary tract infection,Contig,,SAMN31592350,GCA_029035465.1,Saudi Arabia:Riyadh,urine,clinical,
RECU234,Homo sapiens,2020-03-01,4.8297,200.0,,,Urinary tract infection,Contig,,SAMN31592351,GCA_029035505.1,Saudi Arabia:Riyadh,urine,clinical,
SA186,Homo sapiens,2012-01-13 00:00:00,5.6,6.0,50.5,5409.0,Urinary tract infection,Complete,PRJNA395653,SAMN07411973,GCA_003856995.1,Saudi Arabia:Riyadh,urine,clinical,
SAH2009_1,Homo sapiens,2009-05-12,5.03812,99.0,,,UTI,Contig,,SAMN18719821,GCA_028637645.1,Australia: Sydney,urine,clinical,
SAH2009_37,Homo sapiens,2009-09-07,4.96955,89.0,,,UTI,Contig,,SAMN18719824,GCA_028633485.1,Australia: Sydney,catheter urine,clinical,
SAH2009_47,Homo sapiens,2009-09-28,5.23879,76.0,,,UTI,Contig,,SAMN18719825,GCA_028633825.1,Australia: Sydney,urine,clinical,
SAH2009_51,Homo sapiens,2009-10-01,5.37358,124.0,,,UTI,Contig,,SAMN18719826,GCA_028629865.1,Australia: Sydney,urine,clinical,
SAH2009_54,Homo sapiens,2009-10-12,5.03484,82.0,,,UTI,Contig,,SAMN18719827,GCA_028630775.1,Australia: Sydney,urine,clinical,
SAH2010_66,Homo sapiens,2010-04-05,5.2,103.0,51.0,4861.0,UTI,Contig,PRJNA721525,SAMN18719828,GCA_028636935.1,Australia: Sydney,urine,clinical,
Sakai,Homo sapiens,2016-12-06 00:00:00,4.7,1.0,51.0,4353.0,Urinary tract infection,Chromosome,PRJNA389368,SAMN07196155,GCA_003028755.1,"Pakistan: Sheikh Zaid Hospital, Lahore",,,
SLDY13,Homo sapiens,2019,5.1,6.0,50.5,4563.0,UTI,Complete,PRJNA1091236,SAMN40590940,GCA_037953405.1,China,urine,Clinical,
SMG007F1,Homo sapiens,2019-08,5.15339,136.0,50.6,4733.0,Urinary tract infection,Contig,PRJNA701970,SAMN23385281,GCA_022758505.1,Brazil: Sao Paulo,rectal swab,clinical,
SMG007F7,Homo sapiens,2019-08,5.16499,155.0,50.6,4748.0,Urinary tract infection,Contig,PRJNA701970,SAMN23385328,GCA_022758545.1,Brazil: Sao Paulo,rectal swab,clinical,
SMG007U,Homo sapiens,2019-08,5.16953,161.0,50.6,4743.0,Urinary tract infection,Contig,PRJNA701970,SAMN23384002,GCA_022758805.1,Brazil: Sao Paulo,urine,clinical,
SMG008F1,Homo sapiens,2019-09,4.70342,64.0,50.6,4327.0,Urinary tract infection,Contig,PRJNA701970,SAMN23404403,GCA_022758565.1,Brazil: Sao Paulo,rectal swab,clinical,
SMG009F1,Homo sapiens,2019-09,5.08998,129.0,50.5,4660.0,Urinary tract infection,Contig,PRJNA701970,SAMN23404510,GCA_022758595.1,Brazil: Sao Paulo,rectal swab,clinical,
SMG012F3,Homo sapiens,2019-10,4.50377,113.0,50.9,4107.0,Urinary tract infection,Contig,PRJNA701970,SAMN26233599,GCA_022758645.1,Brazil: Sao Paulo,rectal swab,clinical,
SMG013U,Homo sapiens,2019,5.0794,66.0,50.5,4669.0,UTI,Contig,PRJNA701970,SAMN26232719,GCA_022758865.1,Brazil: Sao Paulo,urine,clinical,
SMG014F11,Homo sapiens,2019,5.11819,95.0,50.5,4735.0,UTI,Contig,PRJNA701970,SAMN23429728,GCA_022758745.1,Brazil: Sao Paulo,rectal swab,clinical,
SMG014F12,Homo sapiens,2019,5.4091,212.0,50.8,5113.0,UTI,Contig,PRJNA701970,SAMN26232715,GCA_022758465.1,Brazil: Sao Paulo,rectal swab,clinical,
SMG015U,Homo sapiens,2019,4.73064,137.0,50.5,4363.0,UTI,Contig,PRJNA701970,SAMN22656218,GCA_022758845.1,Brazil: Sao Paulo,urine,clinical,
SMG017F1,Homo sapiens,2020,5.39238,401.0,50.6,5086.0,UTI,Contig,PRJNA701970,SAMN22580313,GCA_022758525.1,Brazil: Sao Paulo,rectal swab,clinical,
SMG017F2,Homo sapiens,2020,4.69416,127.0,50.7,4341.0,UTI,Contig,PRJNA701970,SAMN22580315,GCA_022758765.1,Brazil: Sao Paulo,rectal swab,clinical,
ST410,Homo sapiens,2015-06,4.9,2.0,50.5,4681.0,Urinary tract infection,Complete,PRJNA473419,SAMN09273490,GCA_003367575.1,Ghana: Tamale,urine,clinical,
TUM13754,Homo sapiens,2012,5.5,4.0,50.5,5054.0,urinary tract infection,Complete,PRJNA953191,SAMN37323661,GCA_031660515.1,Japan,urine,Clinical,
TUM17668,Homo sapiens,2016,5.1,5.0,50.5,4543.0,urinary tract infection,Complete,PRJNA953191,SAMN37323663,GCA_031659955.1,Japan,urine,Clinical,
U1,Homo sapiens,2019-12-18,5.27296,118.0,50.7,4932.0,Urinary tract infection,Contig,PRJNA770824,SAMN22237386,GCA_020532065.1,"Pakistan: Rawalpindi, Fauji Foundation Hospital",missing,clinical,
U1007,Homo sapiens,2016-01,5.35711,264.0,,,Urinary Tract Infection,Contig,,SAMN36015110,GCA_032536185.1,"India: Anna Nagar, Chennai, TN",Urine of the patient,clinical,
U3,Homo sapiens,2018-07-01,5.13559,77.0,,,UTI,Contig,,SAMN13759808,GCA_028922405.1,China,urine,clinical,
UCS2,Homo sapiens,2020-06-02,5.37896,91.0,50.6,5077.0,Urinary tract infection,Contig,PRJNA823025,SAMN27288978,GCA_023647475.1,"USA: UCSD Medical Center, San Diego, California",,clinical,
UMN026,Homo sapiens,,5.4,3.0,50.5,5017.0,,Complete,PRJNA33415,SAMEA3138233,GCA_000026325.2,,,clinical,
UFU_EC98,Homo sapiens,2014-07-29,4.98522,143.0,50.6,4600.0,Urinary tract infection,Contig,PRJNA413419,SAMN07746131,GCA_002736085.2,Brazil: Minas Gerais,urine,clinical,
UPEC_1002,Homo sapiens,2019,4.93681,230.0,50.7,4649.0,Urinary tract infection,Contig,PRJNA761370,SAMN21327655,GCA_022545185.1,Chile: Valdivia,missing,clinical,
UPEC_1004,Homo sapiens,2019,5.32724,225.0,50.6,4971.0,Urinary tract infection,Contig,PRJNA761370,SAMN21327656,GCA_022545205.1,Chile: Valdivia,missing,clinical,
UPEC_1007,Homo sapiens,2019,5.20454,183.0,50.7,4862.0,Urinary tract infection,Contig,PRJNA761370,SAMN21327657,GCA_022545245.1,Chile: Valdivia,missing,clinical,
UPEC 26-1,Homo sapiens,2012-10-27 00:00:00,5.3,2.0,50.5,5064.0,urinary tract infection,Complete,PRJNA329167,SAMN05392487,GCA_001693315.1,South Korea: Daejeon,urine,Clinical,
UPEC_965,Homo sapiens,2019,4.98328,164.0,50.7,4645.0,Urinary tract infection,Contig,PRJNA761370,SAMN21327652,GCA_022545795.1,Chile: Valdivia,missing,clinical,
UPEC_973,Homo sapiens,2019,5.172,163.0,50.6,4795.0,Urinary tract infection,Contig,PRJNA761370,SAMN21327653,GCA_022545175.1,Chile: Valdivia,missing,clinical,
UPEC_974,Homo sapiens,2019,5.17186,182.0,50.6,4793.0,Urinary tract infection,Contig,PRJNA761370,SAMN21327654,GCA_022545235.1,Chile: Valdivia,missing,clinical,
UPEC AU_1,Homo sapiens,2016-08-16 00:00:00,5.2,91.0,50.5,4788.0,Urinary tract infection,Contig,PRJNA514245,SAMN36330693,GCA_032528845.1,Australia: Sydney,midstream urine,clinical,
UPEC AU_2,Homo sapiens,2016-08-16 00:00:00,5.3,93.0,50.5,4958.0,Urinary tract infection,Contig,PRJNA514245,SAMN36330694,GCA_032528865.1,Australia: Sydney,midstream urine,clinical,
